URL	Notes	Camp Name	State	Target Group (Women, Ethnic Minorities, Low Income, N/A)	Theme (Game Design, Art, Programming, VR, App Dev, Web Dev, Minecraft, Robotics, More Than One, Other 	Language of Instruction	Cost (list costs, and ranges seperated by commas) or Unknown	Target age group	Length (Overnight, Full, Half, # of days) or Unknown	Scholarships (Yes, No, Unknown)
http://fun4firstcoastkids.com/Camps/Science-and-Tech-Camps/Bolles-App-Inventer-Summer-Camp/View-details		Bolles App Inventer Summer Camp	Florida	N/A	App Dev	App Inventor	$450	9,10,11,12	5	U
http://i2camp.org/explore-camp-courses/		App Inventor	Massachusetts, New York, California, Connecticut, New Jersey	N/A	App Dev	App Inventor	$850	10,11,12,13	5	U
http://www.memphis.edu/cristal/stem_opportunities/k12students.php		Beginner/  Intermediate Code Crew	Tennessee 	N/A	App Dev	App Inventor	$10	10,11,12,13,14	30	U
http://www.utdallas.edu/k12/summer/		Mobile Apps using MIT App Inventor	Texas	N/A	App Dev	App Inventor	$250	11,12,13	5	U
http://campedmo.org/programs/minecraft-redstone-engineering/		App Inventor	California	N/A	App Dev	App Inventor, Scratch	$549	10,11,12,13	5	Y
http://www.ccbcmd.edu/~/media/CCBC/Programs%20and%20Courses/Life%20Enrichment/Kids/PDFs/summercamps.ashx?la=en		App Adventures: The Next Level	Maryland	N/A	App Dev	HTML	$199	12,13,14,15	Half, 5	U
http://www.ccbcmd.edu/~/media/CCBC/Programs%20and%20Courses/Life%20Enrichment/Kids/PDFs/summercamps.ashx?la=en		App Attack! Make Your First Game App	Maryland	N/A	App Dev	HTML5, JavaScript, and  CSS	$199	8,9,10,11,12,13,14,15	Half, 5	U
https://ivycoding.com/technology-camps/saturday-coding-summer-camp-middle-school/		Ivy Coding Tech Summer Camp	Georgia	N/A	App Dev	Python	$350 week	11,12,13	41	U
http://www.ctd.northwestern.edu/program/solstice	Solstice camp hosted by Northwestern University	Android Applications & Computer Programming	Illinois	N/A	App Dev	Scratch, Alice, Snap, App Inventor	$2,720	9,10,11	10	U
http://www.oxbridgeprograms.com/	The Oxford Prep Experience	Computer Science and App Design	United Kingdom	N/A	App Dev	Unknown	$7,995	13,14	20	Y
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	App Adventures	Texas	N/A	App Dev	Unknown	$199	11,12,13	Half, 5	U
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	App Attack! Make your First App	Texas	N/A	App Dev	Unknown	$199	11,12,13	Half, 5	U
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/designing-android-app-summer		Designing Your First App: Making Games for Android	Massachusettes	N/A	App Dev	Unknown	$350	11,12,13,14	Half, 5	U
http://www.linxcamps.com/SpecialtyCamps/GamingAppDesign2		LINX Gaming App Design Camp 2	Massachusetts	N/A	App Dev, Game Design	Java, HTML, Unity	$649	11,12,13	5	U
http://www.linxcamps.com/SpecialtyCamps/GamingAppDesign		LINX Gaming App Design Camp	Massachusetts	N/A	App Dev, Game Design	Scratch	$649	11, 12, 13	5	U
http://www.massacademy.org/camps.html		Computer Quest	Massachusetts	N/A	App Dev, Robotics, Game Design, Art	Unknown	$400	11,12,13	5	N
http://gnextedu.com/summer-program/summer-program-schedule/		3D Printing	New Jersey	N/A	Art	3D Printing	$1,000	11,12,13,14,15,16,17	Half, 20	U
http://hanalschool.wix.com/summer#!stem/csgz		3D Printing	New Jersey	N/A	Art	3D Printing	unknown	10,11,12,13,14,15	Half, 5	U
http://services.santabarbaraca.gov/summerfun/educraft.html	Educraft Camp	3D Printing Camp	California	N/A	Art	3D Printing	$242	10,11,12,13,14,15	Half, 5	U
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/3d-photo-summer		3D Portraits & Photogrammetry	Massachusetts	N/A	Art	3D Printing	$350	11,12,13,14	Half, 5	U
http://www.summertech.net/courses/		Film	New York	N/A	Art	Adobe	$1225/ $1800 for overnight)	10,11,12,13,14,15,16,17	Overnight, Full, 6	U
http://www.summertech.net/courses/		Animation	New York	N/A	Art	Adobe, Maya, Blender	$1225/ $1800 for overnight)	8,9,10,11,12,13,14,15,16,17	Overnight, Full, 6	U
http://programming4girls.com/about_the_workshop.html	Programming4Girls	Programming4Grils - Alice Workshop for Girls	North Carolina	Women	Art	Alice	$300	11,12,13,14	Half, 10	N
http://www.ccbcmd.edu/~/media/CCBC/Programs%20and%20Courses/Life%20Enrichment/Kids/PDFs/summercamps.ashx?la=en		ALICE 3D Programming	Maryland	N/A	Art	Alice	$165	12,13,14	Half, 5	U
http://i2camp.org/explore-camp-courses/		3D Printing	Massachusetts, New York, California, Connecticut, New Jersey	N/A	Art	CAD	$850	10,11,12,13	Full, 5	U
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-3d-printing/		Adventures in 3D Printing	California	N/A	Art	CAD	$945	8,9,10,11,12	5	N
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/3d-prints-with-blockscad-summer		Creating 3D Prints with BlocksCAD	Massachusettes	N/A	Art	CAD, 3D Printing	$350	9,10,11,12,13	Half, 5	U
http://www.ohlone.edu/org/ohloneforkids/summer/docs/2016summerofkcatalog.pdf		Digital Storytelling Using ComicLife	California	N/A	Art	ComicLife	$110	11,12,13,14,15,16	10	U
http://www.ccbcmd.edu/~/media/CCBC/Programs%20and%20Courses/Life%20Enrichment/Kids/PDFs/summercamps.ashx?la=en		Computer Animation: Introduction to Flash	Maryland	N/A	Art	Flash	$179	12,13,14,15,16 	Half, 5	U
http://admissions.iit.edu/summer/computer-discovery-camp	Illinois Institute of Technology	Illinoise Tech Computer Discovery Camp	Illinois	Women	Art	LEGO	$75	12,13,14	8	Y
http://i2camp.org/explore-camp-courses/		Bytes and Beats: An Introduction to Programming with MATLAB	Massachusetts, New York, California, Connecticut, New Jersey	N/A	Art	MATLAB	$850	10,11,12,13	Full, 5	U
https://www.digitalmediaacademy.org/teen-summer-camps/summer-tech-camps-for-teens/3d-modeling-and-character-design-with-maya/		3D Modeling & Animation with Maya	California	N/A	Art	Maya	$1,195	12,13,14,15,16,17	5	N
http://ticcamp.com/programs/technology/animation/		Animation	Maryland	N/A	Art	Maya, Blender	$880	7,8,9,10,11,12,13,14,15	Full, 5	Y
https://www.visiontechcamps.com/3d-game-design-maya-unreal-4		3D Game Design - Level Development with Unreal Engine 4	Indiana, California	N/A	Art	Maya, Unreal Engine	$950	13,14,15,16,17	5	N
http://hanalschool.wix.com/summer#!stem/csgz		3D Animation	New Jersey	N/A	Art	Maya, ZBrush, Windows Movie Maker	unknown	10,11,12,13,14,15	Half, 5	U
http://www.codecraftlab.org/product/hack-notebook-light/	Florida Institute of Technology assoicated	Hack Your Notebook, with Ligth	Florida	N/A	Art	Minecraft	$200	7,8,9,10,11,12	4	U
http://www.ohlone.edu/org/ohloneforkids/summer/docs/2016summerofkcatalog.pdf		Digital Photography and Photoshop	California	N/A	Art	Photoshop	$110	10,11,12,13	10	Y
http://stemacademy.oregonstate.edu/middle-school-summer-camps		Creative Computing Camp	Oregon	N/A	Art	Scratch	$145	11,12,13	Half, 5	N
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-animation		Adventures in Animation	California	N/A	Art	Toon Boom Harmony	$945	8,9,10,11,12	5	N
http://challengecamps.com/afternoon-challenge/		Computer Simulation	New York	N/A	Art	Unknown	4 week half - $1350. 4 week full - $2700, 3 week half- $1100, 3 week full- $2200	unknown	20, 40	N
http://gtcomputingoutreach.org/summerCamp.html#cgm		Computer Generated Music	Georgia	N/A	Art	Unknown	$400 with $50 high school student discount	8,9,10,11,12,13,14,15,16,17	Overnight, 7	N
http://gtcomputingoutreach.org/summerCamp.html#stop		Stop Motion Movies	Georgia	N/A	Art	Unknown	$400 with $50 high school student discount	8,9,10,11,12,13,14,15,16,17	Overnight, 7	N
http://gtcomputingoutreach.org/summerCamp.html#Wearable		Wearable Computing	Georgia	N/A	Art	Unknown	$450 with $50 high school student discount	8,9,10,11,12,13,14,15,16,17	Overnight, 7	N
http://gtcomputingoutreach.org/summerCamp.html#web	Also in Lit Review	Computer Generated Music	Georgia	N/A	Art	Unknown	$400 or $350 (HS)	5,6,7,8,9,10,11,12	5	N
http://gtcomputingoutreach.org/summerCamp.html#web	Also in Lit Review	Stop Motion Movies	Georgia	N/A	Art	Unknown	$400 or $350 (HS)	5,6,7,8,9,10,11,12	5	N
http://gtcomputingoutreach.org/summerCamp.html#web	Also in Lit Review	Wearable Computing	Georgia	N/A	Art	Unknown	$450 or $400 (HS)	5,6,7,8,9,10,11,12	5	N
http://hanalschool.wix.com/summer#!stem/csgz		3D Graphic Design	New Jersey	N/A	Art	Unknown	unknown	10,11,12,13,14,15	Half, 5	U
http://p12.ehe.osu.edu/files/2014/03/2014-OSU-camp-listings.pdf		Digital Animation: A Technology Mentoring Program for Young Women (day camp)	Ohio	Women	Art	Unknown	Free	12,13	Full, 12	U
http://stemacademy.oregonstate.edu/middle-school-summer-camps		3D Modeling & Printing Camp	Oregon	N/A	Art	Unknown	$145	12,13,14,15	Half, 5	Y
https://www.digitalmediaacademy.org/teen-summer-camps/summer-tech-camps-for-teens/academy-for-3d-modeling-and-animation-with-maya/		Academy for 3D Modeling & Animation with Maya® and Mudbox	California	N/A	Art	Maya, Mudbox	$2,395	12,13,14,15,16,17	Full, 14	N
https://www.engr.ncsu.edu/theengineeringplace/summerprograms/middle-school/raleigh.php		Girls Middle School Video Game Design Camp	North Carolina	Women	Art	Unknown	$400	11,12,13	Full, 5	Y
https://www.visiontechcamps.com/3d-printing-industrial-design		3D Printing & Engineering with Autodesk 123D 	Indiana	N/A	Art	Unknown	$890	9,10,11,12	5	N
https://www.visiontechcamps.com/adventures-engineering-camp		Adventures in Engineering & 3D Printing	Indiana	N/A	Art	Unknown	$829	7,8,9,10	5	N
p12.ehe.osu.edu/files/2015/02/2015-camp-listings_022315.pdf		Digital Animation: A Technology Mentoring Program for Young Women	Ohio	Women	Art	Unknown	Unknown	11,12,13	12	N
http://www.utdallas.edu/k12/summer/		Enjoyable Coding with Alice	Texas	N/A	Art, Programming	Alice	$250	11,12,13	5	U
https://www.coderevkids.com/tech-camps/santa-monica-courses.php		3D Modeling and Animation	California	N/A	Art, Programming	Alice	$549	10,11,12,13	5	U
http://www.utdallas.edu/k12/summer/		    Explore Coding with Art for middle school girls	Texas	Women	Art, Programming	Scratch, Alice, Java	$250	11,12,13	5	U
https://technologycouncil.com/we-build-tech/2016-we-build-tech-summer-camps/	Nashville Technology Council	Animations and Games in Java Camps	Tennessee	N/A	Art, Programming, Game Design	Java	$200	9,10,11,12,13	5	U
http://camps.mainerobotics.org/3d-design.html	Maine Robotics Camp Program	3D Design and Printing	Maine	N/A	Art, Robotics	SketchUp, CAD	$335	12,13,14,15,16	Full, 5	U
https://www.cs.utah.edu/~dejohnso/GREAT/		GREAT Summer Camp	Utah	N/A	Art, Robotics, Programming	LEGO, Processing, Alice 	unknown	11,12,13	5	Y
http://www.waketech.edu/summer-camps/3d-animation-video-games		3D Animation for Video Games	North Carolina	N/A	Game Design	3D Studio	$300	14,15,16,17	4	U
http://caj.hrsb.ca/caj/news/2016/04/01/coding-camp-summer-2016 		Mobile Game Designer	Canada	N/A	Game Design	Construct	$189-229	10,11,12,13,14	5	N
http://cscamp.cs.uri.edu/index.php	University of Rhode Island camp	Game Maker 1	Rhode Island	N/A	Game Design	GameMaker	$300	10,11,12	5	U
http://cscamp.cs.uri.edu/index.php	University of Rhode Island camp	Game Maker 2	Rhode Island	N/A 	Game Design	GameMaker	$300	10,11,12	5	U
http://www.codecraftlab.org/product/game-maker-mission-mars/	Florida Institute of Technology assoicated	Game Maker- mission to mars	Florida	N/A	Game Design	GameMaker	$200	9,10,11,12,13,14	5	U
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-game-design-for-iphone-ipad		Adventures in Game Design for Iphone and IPad	California	N/A	Game Design	GameSalad, Adobe Photoshop	$945	8,9,10,11,12	5	N
http://www.codecraftlab.org/product/code-game-making-web/	Florida Institute of Technology assoicated	Code on! Game Making for the Web	Florida	N/A	Game Design	HTML, CSS, JavaScript	$200	10,11,12,13,14	5	U
https://www.coderevkids.com/tech-camps/santa-monica-courses.php		Modding in Minecraft Game Design	California	N/A	Game Design	Java, Minecraft	$549	10,11,12,13	5	U
https://engage.illinois.edu/entry/29374 		RPG Videogame Design - Summer 2016	Illinois	N/A	Game Design	JavaScript, HTML	$110	10,11,12,13,14,15,16,17	5	U
http://www.openworldlearning.org/camp-descriptions/		OWL Summer Tech Camp	Colorado	N/A	Game Design	MicroWorlds	$275	8,9,10,11	5	U
http://challengecamps.com/morning-programs/		1100 (three weeks)	New York	N/A	Game Design	Minecraft	$1,353	9,10,11,12,13,14	15, 20	N
http://fun4firstcoastkids.com/Camps/Science-and-Tech-Camps/Bolles-MinecraftEDU-Medieval-Redstone-Summer-Camp-Ponte-Vedra-Beach-Campus/View-details		Bolles Digital Game Design Camp Summer Camp	Florida	N/A	Game Design	Minecraft	Unknown	5,6,7,8,9,10,11,12	5	U
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-3d-game-design-with-minecraft/		Adventures in 3D Game Design with Minecraft	California	N/A	Game Design	Minecraft	$945	8,9,10,11,12	5	N
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-java-programming-for-minecraft-modding/		Java programming for Minecraft modding	California	N/A	Game Design	Minecraft, Java	$945	8,9,10,11,12	5	N
http://hanalschool.wix.com/summer#!stem/csgz		Game Design	New Jersey	N/A	Game Design	Multimedia Fusion	unknown	10,11,12,13,14,15	Half, 5	U
http://www.utdallas.edu/k12/summer/		Learning to code with Minecraft (Python)	Texas	N/A	Game Design	Python	$250	11,12,13	5	U
http://www.codecraftlab.org/product/making-games-python-pygame/	Florida Institute of Technology assoicated	Making Games with Python and Pygame	Florida	N/A	Game Design	Python 	$200	10,11,12,13,14,15,16,17	4	U
camps.cs.washington.edu/		Beginning Game Programming In The Quorum Language	Washington	N/A	Game Design	Quorum	$220	12,13,14	5	Y
http://hanalschool.wix.com/summer#!stem/csgz		RPG Game Design	New Jersey	N/A	Game Design	RPG Maker	unknown	10,11,12,13,14,15	Half, 5	U
http://fun4firstcoastkids.com/Camps/Science-and-Tech-Camps/Bolles-Digital-Game-Design-Camp-Summer-Camp/View-details		Bolles Digital Game Design Camp Summer Camp	Florida	N/A	Game Design	Scratch	$450	9,10,11,12	5	U
http://i2camp.org/explore-camp-courses/		Digital Game Design from Scratch	Massachusetts, New York, California, Connecticut, New Jersey	N/A	Game Design	Scratch	$850	10,11,12,13	Full, 5	U
http://www.codecraftlab.org/product/game-maker-comic-power-2/	Florida Institute of Technology assoicated	Game Maker Adventure Programming	Florida	N/A	Game Design	Scratch	$200	7,8,9,10,11,12 	5	U
http://www.codecraftlab.org/product/game-maker-retro-remix/	Florida Institute of Technology assoicated	Game Maker Retro Remix	Florida	N/A	Game Design	Scratch	$200	7,8,9,10,11,12 	4	U
http://www.thesciencezone.org/2016-summer-camps.html		DIY Computer Game	Wyoming	N/A	Game Design	Scratch	$180	9,10,11,12,13,14	Half, 5	U
https://ivycoding.com/technology-camps/weekly-coding-summer-camp-middle-school/		Ivy Coding Tech Summer Camp	Georgia	N/A	Game Design	Scratch	$350 week	11,12,13	5	U
https://www.codetothefuture.com/events/american-fork-fitness-center-summer-camps		MineScratch Video Game Design	California	N/A	Game Design	Scratch	$160	7,8,9,10,11,12	5	U
https://www.codingwithkids.com/#!/camp?tab=1		Game Development /beginner	Washington	N/A	Game Design	Scratch	$279	8,9,10,11,12,13,14,15	5	U
https://www.codingwithkids.com/#!/camp?tab=2		Game Development Intermediate/Advanced	Washington	N/A	Game Design	Scratch	$279	8,9,10,11,12,13,14,15	5	U
https://www.visiontechcamps.com/3d-game-design-with-dota-2		3D Game Design with DOTA 2 	Indiana	N/A	Game Design	Source 2	$295	13,14,15,16,17	5	N
https://www.visiontechcamps.com/3d-game-design-with-team-fortress-2		3D Game Design with Team Fortress 2	Indiana	N/A	Game Design	Source 2	$950	13,14,15,16,17	5	N
http://hanalschool.wix.com/summer#!stem/csgz		3D Game Design – Trackmania	New Jersey	N/A	Game Design	TrackMania United	unknown	10,11,12,13,14,15	Half, 5	U
https://www.visiontechcamps.com/coding-video-game-design-with-tynker		Coding & Video Game Design with Tynker	Indiana	N/A	Game Design	Tynker	$829	7,8,9,10 	5	N
http://campedmo.org/programs/minecraft-redstone-engineering/		Game Coder	California	N/A	Game Design	Unity	$549	10,11,12,13	5	Y
https://technologycouncil.com/we-build-tech/2016-we-build-tech-summer-camps/	Nashville Technology Council	Building Games with Unity Coding Camps	Tennessee	N/A	Game Design	Unity	$200	11,12,13,14,15,16,17	5	U
https://www.coderevkids.com/tech-camps/santa-monica-courses.php		Unity 3D Game Development	California	N/A	Game Design	Unity	$549	10,11,12,13	5	U
http://gtcomputingoutreach.org/summerCamp.html#game		Games	Georgia	N/A	Game Design	Unknown	$375 with $50 high school student discount	8,9,10,11,12,13,14,15,16,17	Overnight, 7	N
http://gtcomputingoutreach.org/summerCamp.html#web	Also in Lit Review	Games	Georgia	N/A	Game Design	Unknown	$400 or $350 (HS)	5,6,7,8,9,10,11,12	5	N
http://precollege.adelphi.edu/programs/programs-for-credit/gaming/	Adelphi Pre-College Program	Introduction to Game Programming	New York 	N/A	Game Design	Unknown	$3,200	14,15,16,17	10	N
http://www.ctd.northwestern.edu/program/apogee	Apogee camp hosted by Northwestern University	3D Stories	Illinois	N/A	Game Design	Unknown	$3,715	9,10,11	15	U
http://www.mazemakers.com/activities.html		Mazemaker camp	Massachusetts	N/A	Game Design	Unknown	$2,800	7,8,9,10,11,12,13	20	U
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	Video Game Animation	Texas	N/A	Game Design	Unknown	$199	11,12,13	Half, 5	U
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	Make Your First Video Game	Texas	N/A	Game Design	Unknown	$199	11,12,13	Half, 5	U
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	Video Game Odyssey	Texas	N/A	Game Design	Unknown	$199	11,12,13	Half, 5	U
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	Make Your First 3-D Video Game	Texas	N/A	Game Design	Unknown	$199	11,12,13	Half, 5	U
http://www.smu.edu/CAPE/SummerYouth	SMU Continuing And Professional Education (CAPE)	Game Apprentices	Texas	N/A	Game Design	Unknown	$199	11,12,13	Half, 5	U
https://summerinstitutes.stanford.edu/courses/high-school/Computer-Science#department-803	Standford Summer Institute Camp	Computer Simulations and Interactive Media	California	N/A	Game Design	Unknown	$6,300	14,15	15	Y
https://www.stemforkids.net/		STEM for Kids	North Carolina, Wisconsin, Washington, Texas	N/A	Game Design	Unknown	Unknown	11,12,13,14,15,16,17	5	U
https://www.visiontechcamps.com/iphone-android-game-apps-game-design-camp		Mobile Video Game Design for iPhone & Android	Indiana	N/A	Game Design	Unknown	$850	8,9,10,11,12,13,14 	5	N
https://www.visiontechcamps.com/rpg-video-game-design-camp		Role-Playing Video Game Design	Indiana	N/A	Game Design	Unknown	$870	8,9,10,11,12,13,14 	5	N
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/level-design-summer		Game Design: Level Design with UnReal Engine	Massachusettes	N/A	Game Design	Unreal Engine	$350	11,12,13,14	Half, 5	U
https://www.idtech.com/teens/game-design-development/		iD Game Design & Development Academy for Teens	California, Connecticut, Georgia, Illinois, Massachusett, New York, North Carolina, Pennsylvania, and Washington	N/A	Game Design	Unreal Engine	From $3,799-4,199 (per 2-week session	10,11,12,13,14,15,16,17	10	N
http://hanalschool.wix.com/summer#!stem/csgz		Game Salad Programming	New Jersey	N/A	Game Design, App Dev	GameSalad	unknown	10,11,12,13,14,15	Half, 5	U
http://www.techsmartkids.com/BeginnerMobileGameDevCamp		beginner mobile game dev camp	Washington	N/A	Game Design, App Dev	Stencyl	$1,825	7, 8, 9,10	10	U
http://www.techsmartkids.com/MobileGameDevCamp		mobile game dev camp	Washington	N/A	Game Design, App Dev	Unity, C#	$1,825	10,11,12,13,14	5	U
http://outreach.cs.ua.edu/camps/fees.html		Middle School Camp	Alabama	N/A	Game Design, Robotics	Scratch	$300, $550	11,12,13	Half, Full, 5	U
http://services.santabarbaraca.gov/summerfun/educraft.html	Educraft Camp	Minecraft Mod Making Camp	California	N/A	Minecraft	Java	$208	11,12,13,14,15	Half, 5	U
http://www.techsmartacademy.com/		Introduction to Java using Minecraft mods!	California	N/A	Minecraft	Java	$715	10,11,12,13,14	5	U
http://caj.hrsb.ca/caj/news/2016/04/01/coding-camp-summer-2016 		Minecraft Designer	Canada	N/A	Minecraft	Javascript, Blockly	$189-229	10,11,12,13,14	5	N
http://stemacademy.oregonstate.edu/middle-school-summer-camps		Minecraft: Turtle Robotics Programming Camp	Oregon	N/A	Minecraft	Lua	$143	12,13,14	Half, 5	N
http://caj.hrsb.ca/caj/news/2016/04/01/coding-camp-summer-2016 		Minecraft Adventure	Canada	N/A	Minecraft	Minecraft	$189-229	7,8,9,10	5	N
http://campedmo.org/programs/minecraft-redstone-engineering/		Minecraft Redstone Engineering	California 	N/A	Minecraft	Minecraft	$549	10,11,12,13	5	Y
http://campedmo.org/programs/minecraft-redstone-engineering/		Minecraft Adventure Mapmaking Pro	California	N/A	Minecraft	Minecraft	$549	10,11,12,13	5	Y
http://campedmo.org/programs/minecraft-redstone-engineering/		Minecraft Adventure Mapmaking Intro	California	N/A	Minecraft	Minecraft	$459	5,6,7,8,9	5	Y
http://gtcomputingoutreach.org/summerCamp.html#mine		Minecraft	Georgia	N/A	Minecraft	Minecraft	$400 with $50 high school student discount	8,9,10,11,12,13,14,15,16,17	Overnight, 7	N
